Name,DOB,Email,phone_number,Country,location,Address,Education,Gender,Zip_Code,skillsofusers,File_path
Derrick Smith,09-10-1964,amanda97@example.org,+1-965-462-1635x615,Greenland,"West Shawna, CO",093 Travis Meadow Apt. 309,Bachelors,Other,75215,"['SLA', 'performance management', 'Training', 'go', 'monitoring', 'Sales', 'Research', 'base', 'Performance management', 'coaching', 'project management', 'SQL', 'resource management', 'Coaching', 'goal setting', 'editing', 'Mentoring', 'Project Management']",archive (5)/data/data/HEALTHCARE/17960690.pdf
Laura Rhodes,21-09-1988,hopkinsshane@example.org,837.622.7222,Bosnia and Herzegovina,"Danielsport, SD",9442 Kathy Radial Suite 754,Masters,Male,86841,['analytical skills'],archive (5)/data/data/APPAREL/35571205.pdf
Cameron Forbes,22-05-1967,patriciawalker@example.com,751.381.3693,Honduras,"Lynnview, PW",53541 Samantha Point,Masters,Male,20520,"['communication', 'security', 'gpa', 'leadership', 'base', 'problem solving', 'marketing', 'attention to detail', 'public speaking', 'training', 'sales', 'customer service']",archive (5)/data/data/SALES/87118391.pdf
Mary Johnson,15-07-1994,amandastephens@example.com,612-690-3032x407,United Arab Emirates,"Cherryburgh, SD",570 Lewis Fort Apt. 068,Masters,Female,77383,"['sql', 'CSS', 'HTML']",archive (5)/data/data/AVIATION/21190805.pdf
Brian Martin,11-04-1984,ksmith@example.net,502-882-8862x266,Uruguay,"Greenmouth, MP",21841 Linda Fork Suite 968,Bachelors,Female,68549,"['communication', 'excel', 'public relations', 'adaptability', 'networking', 'leadership', 'base', 'google analytics', 'research', 'marketing', 'market research', 'editing', 'persuasion', 'http']",archive (5)/data/data/DESIGNER/20986595.pdf
Jeremy Perez,09-07-1973,ngutierrez@example.org,(252)906-4386x138,Cote d'Ivoire,"Anitahaven, OK",16648 Lopez Drives Apt. 524,Masters,Other,16976,"['communication', 'excel', 'leadership', 'talent acquisition', 'negotiation', 'marketing', 'coaching', 'training', 'sales', 'customer service']",archive (5)/data/data/HR/19179079.pdf
Anna Morris,20-09-1968,ricky01@example.net,215-322-7002,Norway,"New Darrell, KY",9483 Walton Villages,Masters,Female,2646,"['automation', 'Scripting', 'Collaboration', 'Ansible', 'Java', 'Jenkins', 'CD', 'subversion', 'Software Development Life Cycle', 'GIT', 'Shell Scripting', 'base', 'Security', 'Automation', 'marketing', 'sales', 'Linux']",archive (5)/data/data/ACCOUNTANT/17407184.pdf
Micheal Kennedy,15-04-1968,matthew10@example.com,###############################################################################################################################################################################################################################################################,Gambia,"Brownborough, AL",6596 Williams Lodge,Masters,Other,12437,"['excel', 'teamwork', 'base', 'problem solving', 'negotiation', 'microsoft excel', 'project management', 'marketing', 'operating system', 'client relations', 'sales', 'customer service']",archive (5)/data/data/APPAREL/56025640.pdf
Diana Johnson,28-11-2003,dixonheather@example.net,549.332.8316x6535,Switzerland,"Hernandezbury, WV",0864 White Isle Suite 305,Masters,Other,64854,"['R', 'Monitoring', 'Problem Solving']",archive (5)/data/data/FITNESS/27974588.pdf
Shannon Rodriguez,30-07-1966,barkersean@example.net,201-327-5106x244,Lithuania,"West Joshua, FL",5964 Smith Route,Masters,Other,6115,"['communication', 'linux', 'html', 'monitoring', 'marketing strategy', 'performance metrics', 'javascript', 'problem solving', 'marketing', 'project management', 'c++', 'training', 'css', 'os', 'brand development', 'sql']",archive (5)/data/data/CONSULTANT/15602094.pdf
Jason Stokes,06-08-1988,alexandra30@example.net,+1-464-793-7892x98141,Christmas Island,"West Elizabethshire, AL",4142 Fuller Plains Apt. 969,Bachelors,Other,12516,"['performance management', 'mentoring', 'change management', 'monitoring', 'leadership', 'risk management', 'employee relations', 'coaching', 'program development', 'san', 'training', 'sales', 'storage area network']",archive (5)/data/data/BANKING/21796843.pdf
Lynn Love,11-08-1976,kaylastevens@example.org,844.646.8946x4675,Colombia,"East Shelly, ID",9138 Kent Common Apt. 166,Bachelors,Other,88374,"['teamwork', 'leadership', 'base', 'bi', 'http', 'training', 'security', 'sales', 'customer service']",archive (5)/data/data/FITNESS/32651555.pdf
Amanda Underwood,06-09-1989,martinezmark@example.org,396-453-3655x07609,United States of America,"Lake Elizabethshire, KY",8312 Hunter Brook,Bachelors,Other,29385,"['communication', 'gpa', 'research', 'marketing', 'sales']",archive (5)/data/data/ADVOCATE/34327438.pdf
Patrick Thomas,04-03-1988,knappbeverly@example.com,258.799.0771,Tanzania,"East Kimberly, IN",1563 White Circles,Bachelors,Other,6205,"['excel', 'leadership', 'research', 'microsoft excel', 'data analysis']",archive (5)/data/data/AGRICULTURE/55500538.pdf
Molly Williams,19-04-1984,floresmegan@example.com,890-603-7621,Uzbekistan,"Port Alexander, MS",71224 Bradley Islands,Masters,Other,44869,"['CAD', 'training', 'Training']",archive (5)/data/data/HEALTHCARE/49325370.pdf
Andrew Sanchez,16-09-1967,chasewhite@example.org,320.913.2746x60378,Malaysia,"East Timothy, SD",565 Perkins Trafficway Suite 867,Masters,Male,39398,"['communication', 'excel', 'monitoring', 'research', 'microsoft excel', 'pca', 'training']",archive (5)/data/data/FITNESS/24219583.pdf
Brandon Brown,02-08-1981,hunttony@example.org,(924)418-0917x20368,India,"Lake David, WA",85451 Nancy Plaza,Bachelors,Female,3925,"['numerical methods', 'excel', 'computational fluid dynamics', 'research', 'training', 'gpa', 'matlab']",archive (5)/data/data/ENGINEERING/77828437.pdf
Natasha Vasquez,06-11-1990,floreslisa@example.org,+1-642-261-4158x07727,Holy See (Vatican City State),"Danielhaven, PW",90173 Michelle Key Suite 148,Bachelors,Female,99853,"['database management', 'linux', 'ip', 'cybersecurity', 'voice over internet protocol', 'training', 'security', 'vpn', 'communication', 'tcp', 'leadership', 'project management', 'hipaa', 'monitoring', 'internet protocol', 'networking', 'research', 'client relations', 'sales']",archive (5)/data/data/INFORMATION-TECHNOLOGY/81761658.pdf
Deborah Garrett,06-01-1979,munozpatricia@example.com,865-444-6447x72897,Fiji,"East Stevenport, FL",8832 Matthew Forges Apt. 897,Masters,Male,70751,"['go', 'cv', 'collaboration', 'training', 'sales']",archive (5)/data/data/SALES/30083943.pdf
Teresa Pearson,13-11-1998,stephenking@example.net,489.514.2029x51962,Kazakhstan,"North Markfort, NV",37673 Acosta Keys Apt. 155,Bachelors,Other,45331,"['communication', 'leadership', 'mvp', 'process documentation', 'marketing', 'decision making', 'collaboration', 'training', 'sales', 'kpi']",archive (5)/data/data/FINANCE/98513424.pdf
Megan Galloway,27-06-1980,lauren57@example.com,001-469-297-0569,Malaysia,"New Tammyberg, AZ",010 Ware Extension Suite 679,Masters,Male,52574,"['coaching', 'training', 'communication']",archive (5)/data/data/TEACHER/22408666.pdf
Barbara Flores,01-01-1987,david49@example.org,+1-500-275-2088x83836,Bermuda,"Lake Darrellview, AL",7088 Christy Ranch,Masters,Other,97704,"['SLA', 'Training', 'go', 'KPI', 'Excel', 'project management', 'Resource Management', 'training', 'Project Management']",archive (5)/data/data/HR/11480899.pdf
Elizabeth Stephens,12-01-1979,ronnietucker@example.com,+1-815-602-7256x5482,Vanuatu,"Jeffreystad, HI",96201 Michael Plain Suite 876,Masters,Other,3269,"['Sales', 'Research', 'excel', 'Excel']",archive (5)/data/data/ARTS/20356750.pdf
Nicole Donovan,26-11-1982,lindsay96@example.net,575-925-3935x36352,Austria,"New Sandra, CT",50180 Welch Vista,Masters,Male,38744,"['time management', 'communication', 'risk management', 'training', 'sales', 'customer service']",archive (5)/data/data/AUTOMOBILE/11257723.pdf
Spencer Sanchez,30-05-1984,donnajackson@example.net,001-674-239-6940x987,Anguilla,"Lake Tammy, AZ",551 Donald Canyon Suite 073,Bachelors,Other,97502,"['Javascript', 'Scripting', 'Python', 'Java', 'Spark', 'Big Data', 'clustering', 'R', 'Hadoop', 'Azure', 'AWS', 'HADOOP', 'SQL', 'Random forest', 'data mining', 'C++', 'UNIX', 'CSS']",archive (5)/data/data/FINANCE/77638654.pdf
Ronald Savage,01-06-1992,jacksonkristin@example.net,(418)783-3729,Sri Lanka,"Port Mark, NV",7727 Travis Locks Suite 945,Bachelors,Male,52765,"['graphical user interface', 'gui', 'agile', 'decision making', 'data analysis', 'virtual reality', 'version control', 'marketing', 'saas', 'san', 'security', 'training', 'sql', 'data visualization', 'augmented reality', 'project management', 'hipaa', 'editing', 'html', 'base', 'research', 'artificial intelligence', 'customer service']",archive (5)/data/data/DESIGNER/34317538.pdf
Marcus Ellis,23-07-1983,knoxdavid@example.org,208-387-2074,Burkina Faso,"Lake Abigailland, KS",147 Leah Camp Suite 808,Bachelors,Female,5153,"['automation', 'unix', 'process improvement', 'linux', 'monitoring', 'change management', 'networking', 'leadership', 'ftp', 'ssh', 'training', 'vpn', 'sql']",archive (5)/data/data/CONSULTANT/51432451.pdf
Robert Brown,07-08-1989,andrewschaefer@example.net,235-225-4251x699,Australia,"Robertsport, NE",881 Derek Curve Suite 218,Bachelors,Male,38407,"['automation', 'communication', 'xml', 'security', 'html', 'leadership', 'project management', 'resource management', 'c++', 'training', 'gpa', 'customer service', 'sql']",archive (5)/data/data/INFORMATION-TECHNOLOGY/90867631.pdf
Tyler Vaughn,07-10-1975,likristina@example.net,(960)384-7972,Myanmar,"Smithchester, OK",0825 Serrano Points,Masters,Other,73024,"['ar', 'communication', 'gpa', 'monitoring', 'budgeting', 'gcp', 'risk management', 'marketing', 'research', 'strategic planning', 'regulatory compliance', 'cap', 'training', 'sales']",archive (5)/data/data/HEALTHCARE/23617240.pdf
Joanne Brewer,19-06-2002,sara90@example.org,531.464.1805x2273,Iran,"Thomasview, MN",6565 Sara Unions,Masters,Female,77647,"['excel', 'decision making', 'training', 'sales', 'customer service']",archive (5)/data/data/SALES/29928796.pdf
Heather Jackson,06-12-2001,hansenbryan@example.net,001-821-298-9375,Turkey,"West Kelsey, AR",469 Mackenzie Hills,Masters,Female,40637,"['mentoring', 'excel', 'leadership', 'microsoft excel', 'coaching', 'project management', 'sales', 'facilitation', 'training', 'gpa', 'customer service']",archive (5)/data/data/DESIGNER/27529455.pdf
Rebecca Fox,21-09-2001,javierwolfe@example.net,(400)366-7205x11186,Iceland,"West Stacieberg, NY",9949 Anthony Pine Suite 297,Masters,Male,50849,"['training', 'sales', 'business development']",archive (5)/data/data/BUSINESS-DEVELOPMENT/17597372.pdf
Jessica Austin,14-01-1966,qferguson@example.org,855.242.9476,Swaziland,"East Brandon, SD",309 Garner Parkway,Masters,Female,37587,"['communication', 'training', 'pca', 'chef']",archive (5)/data/data/CHEF/28396528.pdf
Jaclyn Ryan,31-12-1975,salinaslarry@example.net,###############################################################################################################################################################################################################################################################,Mexico,"New Jessica, CO",1422 Joseph Canyon Apt. 108,Bachelors,Other,28368,"['gpa', 'chef']",archive (5)/data/data/CHEF/25953797.pdf
Shane Brown,17-09-1980,asmith@example.org,001-584-925-4456x706,Bulgaria,"North Thomasfort, VI",36058 Charles Turnpike,Masters,Male,20093,SDLC,archive (5)/data/data/CONSTRUCTION/20565849.pdf
Michelle Goodman,27-11-1973,stevensbrittany@example.com,001-473-734-1208x6080,Papua New Guinea,"Patrickhaven, OR",31894 Andrew Knoll,Masters,Other,65431,"['communication', 'mentoring', 'security', 'budgeting', 'risk management', 'project management', 'training', 'sales', 'team building', 'api']",archive (5)/data/data/CONSTRUCTION/45475027.pdf
Jeffrey Bennett,16-04-1992,mossstacy@example.net,(783)698-1400,Italy,"Lake Courtneyfurt, ND",026 Rogers Lodge Apt. 443,Bachelors,Male,66131,"['critical thinking', 'mentoring', 'excel', 'mentorship', 'leadership', 'teamwork', 'goal setting', 'sales', 'event planning']",archive (5)/data/data/SALES/15973307.pdf
Theresa Gomez,24-03-1976,jamesperez@example.net,(744)452-5503x416,Tuvalu,"New Kennethstad, KY",9282 Daniel Court,Bachelors,Other,18252,"['communication', 'excel', 'marketing', 'crisis intervention', 'resource management', 'goal setting', 'training', 'security', 'sales', 'customer service']",archive (5)/data/data/TEACHER/27531694.pdf
Rachael Wheeler,29-06-1996,ashley22@example.org,001-903-746-4839x32825,Tokelau,"New Micheletown, NJ",89032 Morris Turnpike Suite 018,Masters,Other,12401,"['sales', 'gpa', 'excel', 'customer service']",archive (5)/data/data/SALES/18062906.pdf
Anna Bowers,08-11-1985,chavezian@example.net,001-573-756-4820,Maldives,"East Jeffreyhaven, MI",5851 Christopher Orchard,Bachelors,Male,50101,"['time management', 'communication', 'excel', 'public relations', 'problem solving', 'marketing', 'hipaa', 'san', 'training', 'sales', 'customer service', 'storage area network']",archive (5)/data/data/ADVOCATE/78538268.pdf
Gregory Jones,05-08-1988,ryanjenkins@example.org,257-971-4453,Libyan Arab Jamahiriya,"Briggsland, SC",889 Angela Forges Apt. 854,Masters,Other,58857,"['communication', 'excel', 'crisis intervention', 'decision making', 'san', 'conflict resolution', 'training', 'sales', 'customer service']",archive (5)/data/data/ADVOCATE/37560528.pdf
April Smith,28-04-1977,ryancynthia@example.org,###############################################################################################################################################################################################################################################################,Norway,"Lake Michaelmouth, MT",250 Mercer Shoals Suite 006,Masters,Other,68151,"['communication', 'gpa', 'html', 'jira', 'javascript', 'security', 'css', 'server management', 'mvc', 'file transfer protocol', 'sql']",archive (5)/data/data/INFORMATION-TECHNOLOGY/12763627.pdf
Amanda Johnson,05-01-1999,vhudson@example.org,563-340-7588,Christmas Island,"Wayneburgh, MP",6833 Ethan Pines Suite 581,Bachelors,Female,56574,['san'],archive (5)/data/data/TEACHER/10909720.pdf
Gary Newton,01-06-1973,carolpeters@example.net,659.398.2705x54244,Lao People's Democratic Republic,"Changton, AK",24902 Hall Shores Suite 764,Bachelors,Male,93658,"['process improvement', 'marketing strategy', 'change management', 'leadership', 'marketing', 'project management', 'strategic planning', 'training', 'resource allocation']",archive (5)/data/data/ENGINEERING/49127329.pdf
Meghan Vargas,09-10-1988,wigginsjames@example.net,670.523.5875,American Samoa,"Bradleybury, WV",6138 Carlson Forge Suite 458,Masters,Other,69695,"['communication', 'leadership', 'marketing', 'strategic planning', 'training', 'sales']",archive (5)/data/data/FITNESS/25838512.pdf
Bryan Diaz,02-04-1969,perrykendra@example.com,###############################################################################################################################################################################################################################################################,United States of America,"Anthonyton, MP",77175 Tommy Garden,Masters,Other,30881,"['automation', 'Scripting', 'Collaboration', 'Ansible', 'Java', 'Jenkins', 'CD', 'subversion', 'Software Development Life Cycle', 'GIT', 'Shell Scripting', 'base', 'Security', 'Automation', 'marketing', 'sales', 'Linux']",archive (5)/data/data/AGRICULTURE/10953078.pdf
